id,source_string,original_EN,translated_FR,translated_ZH
DMS-486,en,You don't need fancy pens or notebooks to keep a journal and it might help to put your thoughts down somewhere.,"Il n'est pas nécessaire de disposer de stylos ou de cahiers sophistiqués pour tenir un journal, mais il peut être utile de coucher ses pensées sur papier.",你不需要华丽的笔或笔记本来写日记，把你的想法写在某个地方可能会有帮助。
DMS-487,en,Drink some more water. When was the last time you filled your cup?,Buvez un peu plus d'eau. Quand avez-vous rempli votre verre pour la dernière fois ?,多喝一些水。你最后一次装满杯子是什么时候？
DMS-488,en,To experience peace does not mean that your life is always blissful. It means that you are capable of tapping into a blissful state of mind amidst the normal chaos of a hectic life. ~ Jill Bolte Taylor,Connaître la paix ne signifie pas que votre vie est toujours heureuse. Cela signifie que vous êtes capable d'accéder à un état d'esprit béat au milieu du chaos normal d'une vie trépidante. ~ Jill Bolte Taylor,体验和平并不意味着你的生活总是幸福的。它意味着你有能力在繁忙生活的正常混乱中进入幸福的心灵状态。~ 吉尔-博尔特-泰勒
DMS-489,en,Read something new and beautiful.,Lisez quelque chose de nouveau et de beau.,阅读一些新的和美丽的东西。
DMS-490,en,Learn the lyrics to a song you love.,Apprenez les paroles d'une chanson que vous aimez.,学习你喜欢的歌曲的歌词。
DMS-491,en,Take a few minutes to do something just because it makes you happy.,Prenez quelques minutes pour faire quelque chose juste parce que cela vous rend heureux.,花几分钟时间做一些事情，只是因为它让你感到高兴。
DMS-492,en,"Put your phone down. Step away from the computer. Not forever, just for a couple minutes.","Posez votre téléphone. Éloignez-vous de l'ordinateur. Pas pour toujours, juste pour quelques minutes.",把你的手机放下。远离电脑。不是永远，只是几分钟。
DMS-493,en,"Set an alarm for 2 minutes and focus mindfully on your breathing, nonjudgmentally bringing yourself back from any distractions.","Réglez une alarme pour 2 minutes et concentrez-vous sur votre respiration, sans juger, en vous éloignant de toute distraction.",设定一个2分钟的闹钟，用心专注于你的呼吸，不加判断地把自己从任何分心的地方拉回来。
DMS-494,en,"Congratulate yourself for doing difficult things, even if they might not seem difficult to others.","Félicitez-vous d'avoir fait des choses difficiles, même si elles ne semblent pas difficiles aux autres.",祝贺自己做了困难的事情，即使这些事情在别人看来可能并不困难。
DMS-495,en,Take time to do what makes your soul happy.,Prenez le temps de faire ce qui rend votre âme heureuse.,花时间去做让你的灵魂快乐的事情。
DMS-496,en,Take a nice bath or shower.,Prenez un bon bain ou une bonne douche.,好好洗个澡或淋浴。
DMS-497,en,"Next time you're outside, take a look at the clouds.","La prochaine fois que vous êtes dehors, regardez les nuages.",下次你在外面的时候，看一看云层。
DMS-498,en,Turn off a few notifications.,Désactivez quelques notifications.,关掉一些通知。
DMS-499,en,Have you taken a moment to breathe in the last hour?,Avez-vous pris un moment pour respirer au cours de la dernière heure ?,在过去的一个小时里，你有没有花时间去呼吸？
DMS-500,en,Engage in random acts of kindness and altruism. This has been linked to mood boosting.,Faites des actes de bonté et d'altruisme au hasard. Cela a été associé à une amélioration de l'humeur.,从事随机的善良和利他主义行为。这与提升情绪有关。
DMS-501,en,Pick one thing that you need to do and get it done so it’s off your mental to do list.,Choisissez une chose que vous devez faire et faites-la pour qu'elle ne figure plus sur votre liste de choses à faire.,挑选一件你需要做的事情，并把它完成，这样它就会从你的心理待办事项清单上消失。
DMS-502,en,"Self care doesn't have to be fancy, expensive, or time consuming. Step away for a few minutes and breathe.","Prendre soin de soi n'a pas besoin d'être sophistiqué, coûteux ou long. Prenez du recul pendant quelques minutes et respirez.",自我护理不一定是花哨的，昂贵的，或耗费时间的。走出几分钟，呼吸一下。
DMS-503,en,Finished a difficult task? Treat yourself a little.,Vous avez terminé une tâche difficile ? Faites-vous un petit plaisir.,完成了一项困难的任务？好好犒劳一下自己吧。
DMS-504,en,Play a board game with your dear ones.,Jouez à un jeu de société avec vos proches.,和你亲爱的人一起玩棋盘游戏。
DMS-505,en,"Did you take your lunch break? Even if you don't feel like eating, take the time to recharge.","Vous avez pris votre pause déjeuner ? Même si vous n'avez pas envie de manger, prenez le temps de vous ressourcer.",你午休了吗？即使你不想吃饭，也要花时间来充电。
DMS-506,en,Don't give up on self care just because something didn't work for you. Keep trying new ways of being kind to yourself!,Ne renoncez pas à prendre soin de vous simplement parce que quelque chose n'a pas fonctionné pour vous. Continuez à essayer de nouvelles façons d'être gentil avec vous-même !,不要因为某些事情对你不起作用就放弃了自我保健。继续尝试善待自己的新方法!
DMS-507,en,Naps are good for you.,Les siestes sont bonnes pour vous.,小睡对你有好处。
DMS-508,en,It's okay if you failed today. You can try again tomorrow.,Ce n'est pas grave si vous avez échoué aujourd'hui. Vous pouvez réessayer demain.,如果你今天失败了也没关系。你可以明天再试试。
DMS-509,en,Pay attention to your breathing.,Faites attention à votre respiration.,注意你的呼吸。
DMS-510,en,Do you have a small daily ritual? Something you do just for you?,Avez-vous un petit rituel quotidien ? Quelque chose que vous faites juste pour vous ?,你有一个小小的日常仪式吗？一些你只为自己做的事情？
DMS-511,en,Pause and rest your eyes for a moment.,Faites une pause et reposez vos yeux pendant un moment.,暂停一下，让你的眼睛休息一会儿。
DMS-512,en,Sometimes it's about the little steps. Brush your teeth. Wash your face.,"Parfois, ce sont les petits pas qui comptent. Se brosser les dents. Lavez votre visage.",有时，它是关于小步骤的。刷牙。洗脸。
DMS-513,en,"On a good day, put together a little self-care package you can pull out for bad days. Include a few things you know will help.","Dans les bons jours, préparez un petit paquet de soins personnels que vous pourrez sortir pour les mauvais jours. Incluez quelques éléments qui vous aideront.",在好的日子里，把一个小小的自我护理包放在一起，你可以在坏的日子里拿出来。包括一些你知道会有帮助的东西。
DMS-514,en,Stop. Take three slow deep breaths.,Arrêtez. Prenez trois respirations lentes et profondes.,停下来。缓慢地做三次深呼吸。
DMS-515,en,Wrap up in a blanket.,Enveloppez-vous dans une couverture.,用毯子包裹起来。
DMS-516,en,Make a to-do list if you're feeling overwhelmed. Sometimes it helps to break things down into smaller pieces.,Faites une liste de choses à faire si vous vous sentez dépassé. Il est parfois utile de décomposer les choses en petits morceaux.,如果你感到不堪重负，请列一个待办事项清单。有时，将事情分解成小块会有帮助。
DMS-517,en,Commit to posting mostly or only positive things on your favored social media site for a while.,Engagez-vous à ne publier que des messages positifs ou presque sur votre site de médias sociaux préféré pendant un certain temps.,承诺在你喜欢的社交媒体网站上主要或只发布积极的东西一段时间。
DMS-518,en,Look around. What's something beautiful near you right now?,Regardez autour de vous. Qu'y a-t-il de beau près de vous en ce moment ?,看看周围。现在你附近有什么美丽的东西？
DMS-519,en,Pick 2-3 small tasks and get them done so that you feel a sense of accomplishment.,Choisissez 2 ou 3 petites tâches et accomplissez-les de manière à avoir un sentiment d'accomplissement.,挑选2-3个小任务并完成它们，这样你就会有成就感。
DMS-520,en,Put on some of your favorite music.,Mettez votre musique préférée.,放一些你喜欢的音乐。
DMS-521,en,An empty lantern provides no light. Self-care is the fuel that allows your light to shine brightly. ~ anonymous,Une lanterne vide n'apporte aucune lumière. Prendre soin de soi est le carburant qui permet à votre lumière de briller. ~ Anonyme,一个空的灯笼不会提供光。自我照顾是让你的灯发出亮光的燃料。~匿名
DMS-522,en,Pause for a moment and take a few deep breaths.,Faites une pause pendant un moment et prenez quelques respirations profondes.,停顿片刻，做几次深呼吸。
DMS-523,en,Write something encouraging on a post-it and put it where you will see it every day!,Écrivez quelque chose d'encourageant sur un post-it et mettez-le à un endroit où vous le verrez tous les jours !,在便利贴上写一些鼓励性的东西，并把它放在你每天都会看到的地方!
DMS-524,en,"Find a new hobby. Something simple, portable, and handy might be nice.","Trouvez un nouveau passe-temps. Quelque chose de simple, portable et pratique pourrait être bien.",找一个新的爱好。简单、便携、方便的东西可能不错。
DMS-525,en,"The next time you eat something, try chewing each bite slowly and with intention.","La prochaine fois que vous mangez quelque chose, essayez de mâcher chaque bouchée lentement et avec intention.",下次你吃东西时，试着慢慢咀嚼每一口，并用心去做。
DMS-526,en,Are the tools you're using working for you? What needs to change?,Les outils que vous utilisez vous conviennent-ils ? Que faut-il changer ?,你正在使用的工具对你有用吗？什么需要改变？
DMS-527,en,"Self care can be small, simple, and take just a moment. Fit it into your daily life.","Prendre soin de soi peut être petit, simple et ne prendre qu'un instant. Intégrez-la dans votre vie quotidienne.",自我护理可以是小的，简单的，只需要片刻。把它纳入你的日常生活中。
DMS-528,en,"Ask for help when you need it. It sounds simple, but trying to handle everything without help causes stress and anxiety for a lot people.","Demandez de l'aide quand vous en avez besoin. Cela semble simple, mais essayer de tout gérer sans aide est source de stress et d'anxiété pour beaucoup de gens.",在你需要的时候寻求帮助。这听起来很简单，但试图在没有帮助的情况下处理一切，会给很多人带来压力和焦虑。
DMS-529,en,Keep a couple of small toys or playdough handy. You can use them to exercie your hands and reduce stress,Gardez quelques petits jouets ou de la pâte à modeler à portée de main. Vous pouvez les utiliser pour exercer vos mains et réduire le stress.,在手边放上几个小玩具或橡皮泥。你可以用它们来锻炼你的手，减少压力
DMS-530,en,Breathe deeply.,Respirez profondément.,深呼吸。
DMS-531,en,Did you do anything to take care of yourself today?,Avez-vous fait quelque chose pour prendre soin de vous aujourd'hui ?,你今天做了什么来照顾自己吗？
DMS-532,en,Take a nap if you need to. Set a timer.,Faites une sieste si vous en avez besoin. Réglez une minuterie.,如果你需要的话，可以打个盹。设置一个定时器。
DMS-533,en,Take a small break from the screen.,Faites une petite pause devant l'écran.,从屏幕上稍微休息一下。
DMS-534,en,Take a break. Find a window and check the weather.,Faites une pause. Trouvez une fenêtre et regardez la météo.,休息一下。找个窗口，看看天气。
DMS-535,en,"In a way, you've already won in this world, because you're the only one who can be you. ~ Mr. Rogers","D'une certaine manière, vous avez déjà gagné dans ce monde, car vous êtes le seul à pouvoir être vous-même. ~ M. Rogers",在某种程度上，你已经在这个世界上赢了，因为你是唯一能成为你的人。~ 罗杰斯先生
DMS-536,en,Have you taken a sip of water recently?,Avez-vous bu une gorgée d'eau récemment ?,你最近喝了一口水吗？
DMS-537,en,Set a timer for 5 minutes and clean up the space around you.,Réglez un minuteur pour 5 minutes et nettoyez l'espace qui vous entoure.,设置一个5分钟的计时器，清理你周围的空间。
DMS-538,en,"Take some time to cook yourself a good, nourishing meal.",Prenez le temps de vous préparer un bon repas nourrissant.,花点时间为自己做一顿好的、有营养的饭菜。
DMS-539,en,When was the last time you did something you really love doing?,À quand remonte la dernière fois où vous avez fait quelque chose que vous aimez vraiment faire ?,你最后一次做你真正喜欢做的事情是什么时候？
DMS-540,en,"When you're able, take a few moments and rest.","Quand vous le pouvez, prenez quelques instants pour vous reposer.",当你有能力时，花些时间休息一下。
DMS-541,en,Hello my friends!,Bonjour mes amis !,我的朋友们，你们好!
DMS-542,en,I am coming back to you all! But it's taking a little time. I still have a few technical glitches my maker is working through.,Je reviens vers vous tous ! Mais cela prend un peu de temps. J'ai encore quelques pépins techniques que mon créateur est en train de régler.,我正在回到你们身边！但这需要一点时间。但这需要一点时间。我仍然有一些技术故障，我的制造者正在努力解决。
DMS-543,en,"Being tired is not a badge of honor. It doesn't make you more worthy, it just means you're tired.","Être fatigué n'est pas un badge d'honneur. Ça ne vous rend pas plus digne, ça veut juste dire que vous êtes fatigué.",疲惫并不是一种荣誉的徽章。它并不使你更有价值，它只是意味着你很累。
